Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
16.507330999999795,None,0.012849999989157368,None,001,,,,,2022-12-07_12h34.13.964,blockedTrials,2022.1.3,60.01867781239526,
