Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
31.643293400000402,None,0.0035029199989367044,None,001,,,,,2022-12-07_12h33.51.641,blockedTrials,2022.1.3,60.15091865500991,
