Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
29.50573669996811,None,0.0007205003639683127,None,001,,,,,2022-11-22_10h05.57.408,blockedTrials,2022.1.3,60.02635156633984,
