stimFile,correctAnswer,intensity,stimuliGender,EmotionTests.thisRepN,EmotionTests.thisTrialN,EmotionTests.thisN,EmotionTests.thisIndex,Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,image.started,image.stopped,slider.response,slider.rt,slider.started,slider.stopped,next_button.started,next_button.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,88.91791109996848,None,0.015370920766144991,None,,,,,,,,,,,,,,,,,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0001.jpg,1,2,1,0,0,0,0,,,,,89.53527539991774,None,4,1.0597659000195563,89.46858419990167,None,89.46858419990167,None,0.5652777777777778,-0.5844444444444444,1,0,0,next_button,0.00865922006778419,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0002.jpg,4,1,1,0,1,1,1,,,,,90.88642499991693,None,4,0.345988400047645,90.81978449993767,None,90.81978449993767,None,0.6097222222222223,-0.5955555555555555,1,0,0,next_button,0.001491619972512126,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0003.jpg,3,2,1,0,2,2,2,,,,,91.53700889996253,None,4,0.38302219985052943,91.43699679989368,None,91.43699679989368,None,0.5819444444444445,-0.5866666666666667,1,0,0,next_button,0.0054280501790344715,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0004.jpg,1,1,1,0,3,3,3,,,,,92.40450489986688,None,4,0.3755854000337422,92.18762009986676,None,92.18762009986676,None,0.5972222222222222,-0.5822222222222222,1,0,0,next_button,0.014452240196987987,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0005.jpg,3,1,1,0,4,4,4,,,,,92.97171799978241,None,4,0.41486330004408956,92.80492009990849,None,92.80492009990849,None,0.6041666666666666,-0.5866666666666667,1,0,0,next_button,0.003938550129532814,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0006.jpg,2,2,1,0,5,5,5,,,,,93.70575359999202,None,4,0.41139849997125566,93.57226849999279,None,93.57226849999279,None,0.6083333333333333,-0.5844444444444444,1,0,0,next_button,0.0006317701190710068,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0007.jpg,1,1,1,0,6,6,6,,,,,94.406395399943,None,4,0.41747210011817515,94.23962749983184,None,94.23962749983184,None,0.6375,-0.5777777777777777,1,0,0,next_button,0.006328349933028221,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0008.jpg,4,1,1,0,7,7,7,,,,,95.00707439985126,None,4,0.4851472000591457,94.90707379998639,None,94.90707379998639,None,0.6111111111111112,-0.5733333333333334,1,0,0,next_button,0.006022449815645814,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
stims\IMG_0009.jpg,4,2,1,0,8,8,8,,,,,95.8578921998851,None,4,0.427008300088346,95.79120959993452,None,95.79120959993452,None,0.6375,-0.5777777777777777,1,0,0,next_button,0.01606873027049005,None,001,,,,,2022-11-06_17h57.43.770,blockedTrials,2022.1.3,60.03878504293117,
