2.5685 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
16.2383 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1440, 900]. Using actual size
17.4428 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.396, -0.396, -0.396]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000019BC4C79D60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000019B9EF4A520>, multiSample=False, name='window1', numSamples=2, pos=(1372, -900), screen=1, size=array([1440,  900]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.4429 	EXP 	window1: mouseVisible = True
17.4429 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
17.4430 	EXP 	window1: recordFrameIntervals = False
17.6085 	EXP 	window1: recordFrameIntervals = True
17.7920 	EXP 	Screen (1) actual frame rate measured at 60.10Hz
17.7920 	EXP 	window1: recordFrameIntervals = False
21.2888 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
21.2889 	EXP 	window1: mouseVisible = True
21.2937 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6936, 0.4704]), texRes=128, units='height', win=Window(...))
21.3195 	EXP 	window1: mouseVisible = True
21.4449 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Arial', granularity=1, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['HAPPY', 'SAD', 'ANGRY', 'FEARFUL'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0, pos=array([ 0. , -0.6]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style=['rating'], styleTweaks=[], ticks=array([1, 2, 3, 4]), units='norm', win=Window(...))
21.4535 	EXP 	Created next_button = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='next_button', opacity=1.0, ori=0, pos=array([ 0.7, -0.6]), rgb=UNKNOWN, text='CONTINUE', units='norm', win=Window(...), wrapWidth=1)
21.4536 	EXP 	window1: mouseVisible = True
21.4545 	DATA 	Mouse: Left button down, pos=(998,344)
21.4550 	DATA 	Mouse:  Left button up, pos=(998,344)
21.4611 	EXP 	slider: autoLog = True
21.4611 	EXP 	slider: markerPos = None
21.4611 	EXP 	slider: styleTweaks = []
21.4611 	EXP 	slider: styleTweaks = []
21.4611 	EXP 	slider: styleTweaks = []
21.4611 	EXP 	slider: styleTweaks = []
21.4611 	EXP 	slider: contrast = 1.0
21.4611 	EXP 	slider: autoLog = True
21.4611 	EXP 	Instructions: autoDraw = True
21.7957 	DATA 	Mouse: Left button down, pos=(998,344)
21.8017 	EXP 	Imported facesBlock.csv as conditions, 24 conditions, 4 params
21.8022 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
21.8025 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimFile', 'stims\\IMG_0001.jpg'), ('correctAnswer', 1), ('intensity', 2), ('stimuliGender', 1)])
21.8610 	DATA 	Mouse:  Left button up, pos=(998,344)
21.8949 	EXP 	Instructions: autoDraw = False
21.8949 	EXP 	image: image = 'stims\\IMG_0001.jpg'
21.8949 	EXP 	slider: markerPos = None
21.8949 	EXP 	slider: markerPos = None
21.8949 	EXP 	slider: autoDraw = True
21.8949 	EXP 	next_button: autoDraw = True
21.9615 	EXP 	image: autoDraw = True
22.4397 	DATA 	Mouse: Left button down, pos=(1096,171)
22.4788 	EXP 	slider: markerPos = 4.066666666666666
22.4951 	DATA 	Mouse:  Left button up, pos=(1096,171)
22.5122 	EXP 	slider: markerPos = 4.066666666666666
22.5456 	EXP 	slider: markerPos = 4
22.6571 	DATA 	Mouse: Left button down, pos=(1136,189)
