3.1506 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
11.1522 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1440, 900]. Using actual size
12.2641 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.396, -0.396, -0.396]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021E554DAD60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021E2F7BC520>, multiSample=False, name='window1', numSamples=2, pos=(1372, -900), screen=1, size=array([1440,  900]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.2643 	EXP 	window1: mouseVisible = True
12.2643 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
12.2643 	EXP 	window1: recordFrameIntervals = False
12.4301 	EXP 	window1: recordFrameIntervals = True
12.6138 	EXP 	Screen (1) actual frame rate measured at 59.90Hz
12.6139 	EXP 	window1: recordFrameIntervals = False
16.2179 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
16.2181 	EXP 	window1: mouseVisible = True
16.2230 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6936, 0.4704]), texRes=128, units='height', win=Window(...))
16.2486 	EXP 	window1: mouseVisible = True
16.3743 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Arial', granularity=1, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['HAPPY', 'SAD', 'ANGRY', 'FEARFUL'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0, pos=array([ 0. , -0.6]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style=['rating'], styleTweaks=[], ticks=array([1, 2, 3, 4]), units='norm', win=Window(...))
16.3836 	EXP 	Created next_button = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='next_button', opacity=1.0, ori=0, pos=array([ 0.7, -0.6]), rgb=UNKNOWN, text='CONTINUE', units='norm', win=Window(...), wrapWidth=1)
16.3837 	EXP 	window1: mouseVisible = True
16.3847 	DATA 	Mouse: Left button down, pos=(307,216)
16.3850 	DATA 	Mouse:  Left button up, pos=(307,216)
16.4002 	EXP 	slider: autoLog = True
16.4002 	EXP 	slider: markerPos = None
16.4002 	EXP 	slider: styleTweaks = []
16.4002 	EXP 	slider: styleTweaks = []
16.4002 	EXP 	slider: styleTweaks = []
16.4002 	EXP 	slider: styleTweaks = []
16.4002 	EXP 	slider: contrast = 1.0
16.4002 	EXP 	slider: autoLog = True
16.4002 	EXP 	Instructions: autoDraw = True
16.8854 	DATA 	Mouse: Left button down, pos=(424,208)
16.8914 	EXP 	Imported facesBlock.csv as conditions, 24 conditions, 4 params
16.8919 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
16.8922 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimFile', 'stims\\IMG_0001.jpg'), ('correctAnswer', 1), ('intensity', 2), ('stimuliGender', 1)])
16.9542 	DATA 	Mouse:  Left button up, pos=(424,208)
16.9841 	EXP 	Instructions: autoDraw = False
16.9841 	EXP 	image: image = 'stims\\IMG_0001.jpg'
16.9841 	EXP 	slider: markerPos = None
16.9841 	EXP 	slider: markerPos = None
16.9841 	EXP 	slider: autoDraw = True
16.9841 	EXP 	next_button: autoDraw = True
17.0676 	EXP 	image: autoDraw = True
17.8540 	DATA 	Mouse: Left button down, pos=(1085,184)
17.8849 	EXP 	slider: markerPos = 4.020833333333333
17.9183 	EXP 	slider: markerPos = 4.025
17.9518 	EXP 	slider: markerPos = 4.025
17.9524 	DATA 	Mouse:  Left button up, pos=(1086,184)
17.9851 	EXP 	slider: markerPos = 4
18.1312 	DATA 	Mouse: Left button down, pos=(1150,189)
18.1444 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimFile', 'stims\\IMG_0002.jpg'), ('correctAnswer', 4), ('intensity', 1), ('stimuliGender', 1)])
18.2023 	DATA 	Mouse:  Left button up, pos=(1150,189)
18.2187 	EXP 	image: autoDraw = False
18.2187 	EXP 	slider: autoDraw = False
18.2187 	EXP 	next_button: autoDraw = False
18.2187 	EXP 	image: image = 'stims\\IMG_0002.jpg'
18.2187 	EXP 	slider: markerPos = None
18.2187 	EXP 	slider: markerPos = None
18.2187 	EXP 	slider: autoDraw = True
18.2187 	EXP 	next_button: autoDraw = True
18.3020 	EXP 	image: autoDraw = True
18.5029 	DATA 	Mouse: Left button down, pos=(1082,183)
18.5359 	EXP 	slider: markerPos = 4.008333333333333
18.5692 	EXP 	slider: markerPos = 4.008333333333333
18.5859 	DATA 	Mouse:  Left button up, pos=(1082,183)
18.6025 	EXP 	slider: markerPos = 4.008333333333333
18.6358 	EXP 	slider: markerPos = 4
18.8476 	DATA 	Mouse: Left button down, pos=(1124,182)
18.8588 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimFile', 'stims\\IMG_0003.jpg'), ('correctAnswer', 3), ('intensity', 2), ('stimuliGender', 1)])
18.9321 	DATA 	Mouse:  Left button up, pos=(1124,182)
18.9359 	EXP 	image: autoDraw = False
18.9359 	EXP 	slider: autoDraw = False
18.9359 	EXP 	next_button: autoDraw = False
18.9359 	EXP 	image: image = 'stims\\IMG_0003.jpg'
18.9359 	EXP 	slider: markerPos = None
18.9359 	EXP 	slider: markerPos = None
18.9359 	EXP 	slider: autoDraw = True
18.9359 	EXP 	next_button: autoDraw = True
19.0531 	EXP 	image: autoDraw = True
19.2054 	DATA 	Mouse: Left button down, pos=(1079,174)
19.2699 	EXP 	slider: markerPos = 3.9958333333333336
19.2990 	DATA 	Mouse:  Left button up, pos=(1079,174)
19.3033 	EXP 	slider: markerPos = 3.9958333333333336
19.3366 	EXP 	slider: markerPos = 4
19.4719 	DATA 	Mouse: Left button down, pos=(1124,180)
19.5099 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimFile', 'stims\\IMG_0004.jpg'), ('correctAnswer', 1), ('intensity', 1), ('stimuliGender', 1)])
19.7316 	DATA 	Mouse:  Left button up, pos=(1124,180)
19.7536 	EXP 	image: autoDraw = False
19.7536 	EXP 	slider: autoDraw = False
19.7536 	EXP 	next_button: autoDraw = False
19.7536 	EXP 	image: image = 'stims\\IMG_0004.jpg'
19.7536 	EXP 	slider: markerPos = None
19.7536 	EXP 	slider: markerPos = None
19.7536 	EXP 	slider: autoDraw = True
19.7536 	EXP 	next_button: autoDraw = True
19.9690 	DATA 	Mouse: Left button down, pos=(1077,179)
19.9870 	EXP 	image: autoDraw = True
19.9870 	EXP 	slider: markerPos = 3.9875
20.0206 	EXP 	slider: markerPos = 3.9875
20.0540 	EXP 	slider: markerPos = 3.9875
20.0547 	DATA 	Mouse:  Left button up, pos=(1077,179)
20.0871 	EXP 	slider: markerPos = 4
