8.0644 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
46.2960 	WARNING 	Requested an unavailable screen number - using first available.
46.3073 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1920, 1280]. Using actual size
51.1062 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.396, -0.396, -0.396]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024267A7C040>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002426CB3B9D0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=1, size=array([1920, 1280]), stencilBits=0, stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
51.1071 	EXP 	window1: mouseVisible = True
51.1083 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
51.1085 	EXP 	window1: recordFrameIntervals = False
51.2642 	EXP 	window1: recordFrameIntervals = True
51.4479 	EXP 	Screen (1) actual frame rate measured at 60.06Hz
51.4480 	EXP 	window1: recordFrameIntervals = False
57.3553 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
57.3555 	EXP 	window1: mouseVisible = True
57.3872 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.6936, 0.4704]), texRes=128, units='height', win=Window(...))
57.4036 	EXP 	window1: mouseVisible = True
57.8042 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Arial', granularity=1, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['HAPPY', 'SAD', 'ANGRY', 'FEARFUL'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0, pos=array([ 0. , -0.6]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style=['rating'], styleTweaks=[], ticks=array([1, 2, 3, 4]), units='norm', win=Window(...))
57.8272 	EXP 	Created next_button = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='next_button', opacity=1.0, ori=0, pos=array([ 0.7, -0.6]), rgb=UNKNOWN, text='CONTINUE', units='norm', win=Window(...), wrapWidth=1)
57.8274 	EXP 	window1: mouseVisible = True
57.8453 	EXP 	slider: autoLog = True
57.8453 	EXP 	slider: markerPos = None
57.8453 	EXP 	slider: styleTweaks = []
57.8453 	EXP 	slider: styleTweaks = []
57.8453 	EXP 	slider: styleTweaks = []
57.8453 	EXP 	slider: styleTweaks = []
57.8453 	EXP 	slider: contrast = 1.0
57.8453 	EXP 	slider: autoLog = True
57.8453 	EXP 	Instructions: autoDraw = True
59.0850 	DATA 	Mouse: Left button down, pos=(960,640)
59.1217 	EXP 	Imported facesBlock.csv as conditions, 24 conditions, 4 params
59.1244 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
59.1259 	EXP 	New trial (rep=0, index=0): OrderedDict([('stimFile', 'stims\\IMG_0001.jpg'), ('correctAnswer', 1), ('intensity', 2), ('stimuliGender', 1)])
59.3188 	DATA 	Mouse:  Left button up, pos=(960,640)
59.3252 	EXP 	Instructions: autoDraw = False
59.3252 	EXP 	image: image = 'stims\\IMG_0001.jpg'
59.3252 	EXP 	slider: markerPos = None
59.3252 	EXP 	slider: markerPos = None
59.3252 	EXP 	slider: autoDraw = True
59.3252 	EXP 	next_button: autoDraw = True
59.3731 	EXP 	image: autoDraw = True
61.3827 	EXP 	image: autoDraw = False
62.0614 	DATA 	Mouse: Left button down, pos=(475,258)
62.0940 	EXP 	slider: markerPos = 0.9843749999999999
62.1179 	EXP 	slider: markerPos = 0.9843749999999999
62.1420 	EXP 	slider: markerPos = 0.9843749999999999
62.1759 	EXP 	slider: markerPos = 0.9843749999999999
62.2010 	EXP 	slider: markerPos = 0.9843749999999999
62.2234 	EXP 	slider: markerPos = 0.9843749999999999
62.2467 	EXP 	slider: markerPos = 0.9843749999999999
62.2478 	DATA 	Mouse:  Left button up, pos=(475,258)
62.2704 	EXP 	slider: markerPos = 1
63.6448 	DATA 	Mouse: Left button down, pos=(1659,243)
63.6610 	EXP 	New trial (rep=0, index=1): OrderedDict([('stimFile', 'stims\\IMG_0002.jpg'), ('correctAnswer', 4), ('intensity', 1), ('stimuliGender', 1)])
63.7769 	EXP 	image: autoDraw = False
63.7769 	EXP 	slider: autoDraw = False
63.7769 	EXP 	next_button: autoDraw = False
63.7769 	EXP 	image: image = 'stims\\IMG_0002.jpg'
63.7769 	EXP 	slider: markerPos = None
63.7769 	EXP 	slider: markerPos = None
63.7769 	EXP 	slider: autoDraw = True
63.7769 	EXP 	next_button: autoDraw = True
63.8202 	DATA 	Mouse:  Left button up, pos=(1659,243)
63.8671 	EXP 	image: autoDraw = True
65.8849 	EXP 	image: autoDraw = False
68.3789 	DATA 	Mouse: Left button down, pos=(1435,246)
68.4040 	EXP 	slider: markerPos = 3.984375
68.4256 	EXP 	slider: markerPos = 3.984375
68.4690 	EXP 	slider: markerPos = 3.984375
68.5094 	EXP 	slider: markerPos = 3.984375
68.5344 	EXP 	slider: markerPos = 3.984375
68.5559 	EXP 	slider: markerPos = 3.984375
68.5775 	EXP 	slider: markerPos = 3.984375
68.5792 	DATA 	Mouse:  Left button up, pos=(1435,246)
68.6004 	EXP 	slider: markerPos = 4
69.2259 	DATA 	Mouse: Left button down, pos=(1557,239)
69.2389 	EXP 	New trial (rep=0, index=2): OrderedDict([('stimFile', 'stims\\IMG_0003.jpg'), ('correctAnswer', 3), ('intensity', 2), ('stimuliGender', 1)])
69.4169 	EXP 	image: autoDraw = False
69.4169 	EXP 	slider: autoDraw = False
69.4169 	EXP 	next_button: autoDraw = False
69.4169 	EXP 	image: image = 'stims\\IMG_0003.jpg'
69.4169 	EXP 	slider: markerPos = None
69.4169 	EXP 	slider: markerPos = None
69.4169 	EXP 	slider: autoDraw = True
69.4169 	EXP 	next_button: autoDraw = True
69.4177 	DATA 	Mouse:  Left button up, pos=(1557,239)
69.4895 	EXP 	image: autoDraw = True
70.7451 	DATA 	Mouse: Left button down, pos=(1108,256)
70.7824 	EXP 	slider: markerPos = 2.9625
70.8073 	EXP 	slider: markerPos = 2.9625
70.8304 	EXP 	slider: markerPos = 2.9625
70.8534 	EXP 	slider: markerPos = 2.9625
70.8842 	EXP 	slider: markerPos = 2.9625
70.9077 	EXP 	slider: markerPos = 2.9625
70.9316 	EXP 	slider: markerPos = 2.9625
70.9336 	DATA 	Mouse:  Left button up, pos=(1108,256)
70.9598 	EXP 	slider: markerPos = 3
71.5027 	EXP 	image: autoDraw = False
71.6860 	DATA 	Mouse: Left button down, pos=(1580,267)
71.6991 	EXP 	New trial (rep=0, index=3): OrderedDict([('stimFile', 'stims\\IMG_0004.jpg'), ('correctAnswer', 1), ('intensity', 1), ('stimuliGender', 2)])
71.8616 	EXP 	image: autoDraw = False
71.8616 	EXP 	slider: autoDraw = False
71.8616 	EXP 	next_button: autoDraw = False
71.8616 	EXP 	image: image = 'stims\\IMG_0004.jpg'
71.8616 	EXP 	slider: markerPos = None
71.8616 	EXP 	slider: markerPos = None
71.8616 	EXP 	slider: autoDraw = True
71.8616 	EXP 	next_button: autoDraw = True
71.8854 	DATA 	Mouse:  Left button up, pos=(1580,267)
71.9585 	EXP 	image: autoDraw = True
73.9750 	EXP 	image: autoDraw = False
75.2734 	DATA 	Mouse: Left button down, pos=(472,236)
75.3073 	EXP 	slider: markerPos = 0.9750000000000001
75.3344 	EXP 	slider: markerPos = 0.9750000000000001
75.3575 	EXP 	slider: markerPos = 0.9750000000000001
75.3823 	EXP 	slider: markerPos = 0.9750000000000001
75.4060 	EXP 	slider: markerPos = 0.9750000000000001
75.4324 	EXP 	slider: markerPos = 0.9750000000000001
75.4331 	DATA 	Mouse:  Left button up, pos=(472,236)
75.4561 	EXP 	slider: markerPos = 1
76.2936 	DATA 	Mouse: Left button down, pos=(1613,262)
76.2984 	EXP 	New trial (rep=0, index=4): OrderedDict([('stimFile', 'stims\\IMG_0005.jpg'), ('correctAnswer', 3), ('intensity', 1), ('stimuliGender', 2)])
76.4033 	EXP 	image: autoDraw = False
