stimFile,correctAnswer,intensity,stimuliGender,EmotionTests.thisRepN,EmotionTests.thisTrialN,EmotionTests.thisN,EmotionTests.thisIndex,Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,image.started,image.stopped,slider.response,slider.rt,slider.started,slider.stopped,next_button.started,next_button.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.60949299999629,None,0.010324270057026297,None,,,,,,,,,,,,,,,,,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0001.jpg,1,2,1,0,0,0,0,,,,,17.12676119999378,None,3,0.6966465000004973,17.043269499990856,None,17.043269499990856,None,0.5958333333333333,-0.5511111111111111,1,0,0,next_button,0.0064871500071603805,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0002.jpg,4,1,1,0,1,1,1,,,,,18.2111079999886,None,4,0.3967279000207782,18.12759350001579,None,18.12759350001579,None,0.6569444444444444,-0.5733333333333334,1,0,0,next_button,0.006431259971577674,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0003.jpg,3,2,1,0,2,2,2,,,,,18.8783517999982,None,3,0.7484580999880563,18.811907600000268,None,18.811907600000268,None,0.7847222222222222,-0.5911111111111111,1,0,0,next_button,0.005217460013227537,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0004.jpg,1,1,1,0,3,3,3,,,,,20.312976999994135,None,4,0.6009766999923158,20.096851600013906,None,20.096851600013906,None,0.65,-0.6155555555555555,1,0,0,next_button,0.011628920008661225,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0005.jpg,3,1,1,0,4,4,4,,,,,21.064096199988853,None,4,0.3286670000234153,20.913910200004466,None,20.913910200004466,None,0.6347222222222222,-0.5977777777777777,1,0,0,next_button,0.0032327499939128757,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0006.jpg,2,2,1,0,5,5,5,,,,,21.814511800010223,None,4,0.14813139999751002,21.681535100011388,None,21.681535100011388,None,0.6416666666666667,-0.5977777777777777,1,0,0,next_button,0.006684750027488917,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0007.jpg,1,1,1,0,6,6,6,,,,,22.164913699991303,None,4,0.31054770000628196,22.014614599989727,None,22.014614599989727,None,0.6513888888888889,-0.6222222222222222,1,0,0,next_button,0.004252359998645261,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0008.jpg,4,1,1,0,7,7,7,,,,,22.565348000003723,None,4,0.313979600003222,22.498752000014065,None,22.498752000014065,None,0.6194444444444445,-0.6,1,0,0,next_button,0.008033360005356371,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
stims\IMG_0009.jpg,4,2,1,0,8,8,8,,,,,23.11607260000892,None,2,1.032027500012191,23.03251019999152,None,23.03251019999152,None,0.7486111111111111,-0.6,1,0,0,next_button,0.008425759966485202,None,001,,,,,2022-11-21_13h02.51.790,blockedTrials,2022.1.3,59.96469278880057,
