stimFile,correctAnswer,intensity,stimuliGender,EmotionTests.thisRepN,EmotionTests.thisTrialN,EmotionTests.thisN,EmotionTests.thisIndex,Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,image.started,image.stopped,slider.response,slider.rt,slider.started,slider.stopped,next_button.started,next_button.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,22.515182600007392,None,0.005491559975780547,None,,,,,,,,,,,,,,,,,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0001.jpg,1,2,1,0,0,0,0,,,,,25.61821400001645,None,4,0.8782464000105392,25.53483540000161,None,25.53483540000161,None,0.6736111111111112,-0.5955555555555555,1,0,0,next_button,0.005022380035370588,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0002.jpg,4,1,1,0,1,1,1,,,,,26.736172200005967,None,4,0.39901799999643117,26.65274099999806,None,26.65274099999806,None,0.5888888888888889,-0.5955555555555555,1,0,0,next_button,0.010210020001977682,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0003.jpg,3,2,1,0,2,2,2,,,,,27.353169100009836,None,4,0.3463153000047896,27.269830400007777,None,27.269830400007777,None,0.6194444444444445,-0.5888888888888889,1,0,0,next_button,0.006923080014530569,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0004.jpg,1,1,1,0,3,3,3,,,,,28.170533600001363,None,4,0.37436530002742074,27.920381500007352,None,27.920381500007352,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,0.0018614199943840504,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0005.jpg,3,1,1,0,4,4,4,,,,,28.671254600019893,None,None,None,28.520904100005282,None,28.520904100005282,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,0.010302800015779212,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0006.jpg,2,2,1,0,5,5,5,,,,,28.988113600004,None,None,None,28.87134280000464,None,28.87134280000464,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,5.1700015319511294e-05,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0007.jpg,1,1,1,0,6,6,6,,,,,None,None,None,None,29.071484000014607,None,29.071484000014607,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,0.00448127998970449,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0008.jpg,4,1,1,0,7,7,7,,,,,None,None,None,None,29.171615800005384,None,29.171615800005384,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,0.007235480006784201,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0009.jpg,4,2,1,0,8,8,8,,,,,29.338378620013827,None,None,None,29.27186900001834,None,29.27186900001834,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,0.008205780002754182,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
stims\IMG_0010.jpg,1,1,1,0,9,9,9,,,,,29.405076199996984,None,None,None,29.405076199996984,None,29.405076199996984,None,0.5958333333333333,-0.6133333333333333,1,0,0,next_button,0.0064994800195563585,None,001,,,,,2022-11-21_17h41.33.554,blockedTrials,2022.1.3,59.97472665323993,
