EmotionTests.thisRepN,EmotionTests.thisTrialN,EmotionTests.thisN,EmotionTests.thisIndex,stimFile,correctAnswer,intensity,stimuliGender,Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,108.66669110022485,None,0.008118384517729282,None,001,,,,,2022-11-06_16h39.39.334,blockedTrials,2022.1.3,59.95592043460167,
