EmotionTests.thisRepN,EmotionTests.thisTrialN,EmotionTests.thisN,EmotionTests.thisIndex,stimFile,correctAnswer,intensity,stimuliGender,Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,96.17626519990154,None,0.0031100723426789045,None,001,,,,,2022-11-06_16h42.11.243,blockedTrials,2022.1.3,59.938670815341844,
