stimFile,correctAnswer,intensity,stimuliGender,EmotionTests.thisRepN,EmotionTests.thisTrialN,EmotionTests.thisN,EmotionTests.thisIndex,Instructions.started,Instructions.stopped,mouse.started,mouse.stopped,image.started,image.stopped,slider.response,slider.rt,slider.started,slider.stopped,next_button.started,next_button.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,session,participant,age,gender,ethnicity,date,expName,psychopyVersion,frameRate,
,,,,,,,,57.84529459999976,None,0.002011120011957246,None,,,,,,,,,,,,,,,,,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0001.jpg,1,2,1,0,0,0,0,,,,,59.37305379999998,61.3826896999999,1,3.0004281000001356,59.325217200001134,None,59.325217200001134,None,0.728125,-0.6203125,1,0,0,next_button,0.015285310000763275,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0002.jpg,4,1,1,0,1,1,1,,,,,63.86714100000063,65.88492899999983,4,4.827501799998572,63.77687370000058,None,63.77687370000058,None,0.621875,-0.6265625,1,0,0,next_button,0.015359670000179904,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0003.jpg,3,2,1,0,2,2,2,,,,,69.48948980000023,71.50274790000003,3,1.558426800000234,69.4168738999997,None,69.4168738999997,None,0.6458333333333334,-0.5828125,1,0,0,next_button,0.006400489999577985,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0004.jpg,1,1,2,0,3,3,3,,,,,71.95851589999984,73.97501019999982,1,3.592809400000988,71.86161130000073,None,71.86161130000073,None,0.6802083333333333,-0.590625,1,0,0,next_button,0.0005585899998550303,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0005.jpg,3,1,2,0,4,4,4,,,,,76.49602520000008,78.51305140000113,3,3.810141800000565,76.4032986000002,None,76.4032986000002,None,0.6552083333333333,-0.6171875,1,0,0,next_button,0.012560360002680682,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0006.jpg,2,2,1,0,5,5,5,,,,,81.0540443000009,83.07045149999976,2,1.6473574999999983,80.96590350000042,None,80.96590350000042,None,0.6239583333333333,-0.590625,1,0,0,next_button,0.004376190001494251,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0007.jpg,1,1,1,0,6,6,6,,,,,83.61759510000047,85.6533885000008,3,2.9874706999999034,83.5279384000005,None,83.5279384000005,None,0.5791666666666667,-0.63125,1,0,0,next_button,0.01042955999946571,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0008.jpg,4,1,2,0,7,7,7,,,,,87.15694620000068,None,4,1.514543399998729,87.06512660000044,None,87.06512660000044,None,0.640625,-0.6328125,1,0,0,next_button,2.615000084915664e-05,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0009.jpg,4,2,1,0,8,8,8,,,,,89.19221889999972,None,4,1.620880300000863,89.0917769000007,None,89.0917769000007,None,0.60625,-0.5984375,1,0,0,next_button,0.010582160000922158,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0010.jpg,1,1,1,0,9,9,9,,,,,91.2365772000012,93.26722189999964,1,1.6633655000005092,91.16410449999967,None,91.16410449999967,None,0.6583333333333333,-0.5765625,1,0,0,next_button,0.013220360000559594,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0011.jpg,2,2,1,0,10,10,10,,,,,94.5416339000003,96.5587274999998,3,1.7098703999999998,94.46106230000078,None,94.46106230000078,None,0.6020833333333333,-0.646875,1,0,0,next_button,0.009478760001002229,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0012.jpg,3,1,1,0,11,11,11,,,,,97.97603130000061,99.98410429999967,3,1.5511578000005102,97.90621319999991,None,97.90621319999991,None,0.6010416666666667,-0.5859375,1,0,0,next_button,0.013085889999274514,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0013.jpg,2,1,2,0,12,12,12,,,,,100.25780300000042,102.27092930000072,2,1.7005552999999054,100.16619209999953,None,100.16619209999953,None,0.596875,-0.6375,1,0,0,next_button,0.009549860000333865,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0014.jpg,2,1,1,0,13,13,13,,,,,102.72942169999988,None,2,1.4732330000006186,102.63648190000094,None,102.63648190000094,None,0.575,-0.6046875,1,0,0,next_button,0.011634360002062749,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
stims\IMG_0015.jpg,3,2,1,0,14,14,14,,,,,104.93068570000105,106.9490593999999,3,1.551503099999536,104.8374662999995,None,104.8374662999995,None,0.5479166666666667,-0.6109375,1,0,0,next_button,0.0043476600003486965,None,001,Steve_check this out!,75ish,male,White,2022-12-07_13h42.00.406,blockedTrials,2022.1.3,60.06262128900403,
